date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:47:26	75589/75589	---M-Z	200	added ('OK')	text/html	etag:%226440178-12745-5fa4ec0571220-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-list.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-list.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:26	73631/73631	---M-Z	200	added ('OK')	text/html	etag:%2264401b0-11f9f-5fa4ec05cdaa1-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-parallax.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-parallax.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:26	71309/71309	---M-Z	200	added ('OK')	text/html	etag:%2264401f2-1168d-5fa4ec06ebcde-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-slider.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-slider.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:27	59968/59968	---M-Z	200	added ('OK')	text/html	etag:%22644017b-ea40-5fa4ec05bd8cf-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-map.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-map.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:27	63581/63581	---M-Z	200	added ('OK')	text/html	etag:%22644014f-f85d-5fa4ec04ba82d-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-half-map-v1.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-half-map-v1.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:27	60347/60347	---M-Z	200	added ('OK')	text/html	etag:%226440154-ebbb-5fa4ec0504bb4-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-half-map-v2.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-half-map-v2.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:27	57732/57732	---M-Z	200	added ('OK')	text/html	etag:%226440159-e184-5fa4ec0519ba7-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-half-map-v3.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-half-map-v3.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:27	56154/56154	---M-Z	200	added ('OK')	text/html	etag:%226440163-db5a-5fa4ec056104e-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-half-map-v4.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-half-map-v4.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:28	47853/47853	---M-Z	200	added ('OK')	text/html	etag:%2264400f4-baed-5fa4ec0342867-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-agent-v1.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-agent-v1.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:28	47853/47853	---M-Z	200	added ('OK')	text/html	etag:%226440100-baed-5fa4ec0353208-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-agent-v2.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-agent-v2.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:28	50559/50559	---M-Z	200	added ('OK')	text/html	etag:%226440113-c57f-5fa4ec03973e7-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-agent-v3.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-agent-v3.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:28	46304/46304	---M-Z	200	added ('OK')	text/html	etag:%2264400cc-b4e0-5fa4ec02aba47-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-agencies-v1.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-agencies-v1.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:29	46240/46240	---M-Z	200	added ('OK')	text/html	etag:%2264400dd-b4a0-5fa4ec02eb1ee-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-agencies-v2.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-agencies-v2.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:29	56041/56041	---M-Z	200	added ('OK')	text/html	etag:%2264400e1-dae9-5fa4ec02fd300-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-agencies-v3.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-agencies-v3.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:29	45025/45025	---M-Z	200	added ('OK')	text/html	etag:%226440059-afe1-5fa4ec00f9cb3-gzip%22	https://creativelayers.net/themes/findhouse-html/page-add-new-property.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-add-new-property.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:29	27040/27040	---M-Z	200	added ('OK')	text/html	etag:%2264400a1-69a0-5fa4ec020bb9f-gzip%22	https://creativelayers.net/themes/findhouse-html/page-dashboard.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-dashboard.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:30	32238/32238	---M-Z	200	added ('OK')	text/html	etag:%226440208-7dee-5fa4ec07e2a2f-gzip%22	https://creativelayers.net/themes/findhouse-html/page-my-properties.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-my-properties.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:30	34682/34682	---M-Z	200	added ('OK')	text/html	etag:%2264401f8-877a-5fa4ec073be26-gzip%22	https://creativelayers.net/themes/findhouse-html/page-message.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-message.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:30	32547/32547	---M-Z	200	added ('OK')	text/html	etag:%22644020a-7f23-5fa4ec081b475-gzip%22	https://creativelayers.net/themes/findhouse-html/page-my-review.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-my-review.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:30	29558/29558	---M-Z	200	added ('OK')	text/html	etag:%2264401fe-7376-5fa4ec077b9b5-gzip%22	https://creativelayers.net/themes/findhouse-html/page-my-favorites.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-my-favorites.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:31	33968/33968	---M-Z	200	added ('OK')	text/html	etag:%226440203-84b0-5fa4ec07ce9dd-gzip%22	https://creativelayers.net/themes/findhouse-html/page-my-profile.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-my-profile.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:31	86402/86402	---M-Z	200	added ('OK')	text/html	etag:%2264401b2-15182-5fa4ec06189e1-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-single-v1.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-single-v1.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:31	86347/86347	---M-Z	200	added ('OK')	text/html	etag:%2264401b8-1514b-5fa4ec062ba92-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-single-v2.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-single-v2.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:31	85422/85422	---M-Z	200	added ('OK')	text/html	etag:%2264401be-14dae-5fa4ec067e2eb-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-single-v3.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-single-v3.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:32	86421/86421	---M-Z	200	added ('OK')	text/html	etag:%2264401de-15195-5fa4ec0693aad-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-single-v4.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-single-v4.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:32	86951/86951	---M-Z	200	added ('OK')	text/html	etag:%2264401f1-153a7-5fa4ec06e2c55-gzip%22	https://creativelayers.net/themes/findhouse-html/page-listing-single-v5.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-listing-single-v5.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:33	33793/33793	---M-Z	200	added ('OK')	text/html	etag:%226440266-8401-5fa4ec095678d-gzip%22	https://creativelayers.net/themes/findhouse-html/page-shop.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-shop.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:33	40777/40777	---M-Z	200	added ('OK')	text/html	etag:%22644025d-9f49-5fa4ec09246c0-gzip%22	https://creativelayers.net/themes/findhouse-html/page-shop-single.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-shop-single.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:33	32245/32245	---M-Z	200	added ('OK')	text/html	etag:%226440226-7df5-5fa4ec08b749d-gzip%22	https://creativelayers.net/themes/findhouse-html/page-shop-cart.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-shop-cart.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:33	35912/35912	---M-Z	200	added ('OK')	text/html	etag:%226440243-8c48-5fa4ec08cf36f-gzip%22	https://creativelayers.net/themes/findhouse-html/page-shop-checkout.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-shop-checkout.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:34	30626/30626	---M-Z	200	added ('OK')	text/html	etag:%22644025b-77a2-5fa4ec0902f94-gzip%22	https://creativelayers.net/themes/findhouse-html/page-shop-order.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-shop-order.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:34	45496/45496	---M-Z	200	added ('OK')	text/html	etag:%226440051-b1b8-5fa4ec00c6c46-gzip%22	https://creativelayers.net/themes/findhouse-html/page-about.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-about.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:35	32974/32974	---M-Z	200	added ('OK')	text/html	etag:%2264400bd-80ce-5fa4ec028d1fc-gzip%22	https://creativelayers.net/themes/findhouse-html/page-gallery.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-gallery.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:35	40168/40168	---M-Z	200	added ('OK')	text/html	etag:%2264400ae-9ce8-5fa4ec0257e67-gzip%22	https://creativelayers.net/themes/findhouse-html/page-faq.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-faq.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:35	31059/31059	---M-Z	200	added ('OK')	text/html	etag:%2264401f5-7953-5fa4ec072b86d-gzip%22	https://creativelayers.net/themes/findhouse-html/page-login.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-login.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:36	32830/32830	---M-Z	200	added ('OK')	text/html	etag:%226440075-803e-5fa4ec019ca3c-gzip%22	https://creativelayers.net/themes/findhouse-html/page-compare.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-compare.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:36	31422/31422	---M-Z	200	added ('OK')	text/html	etag:%226440087-7abe-5fa4ec01c0877-gzip%22	https://creativelayers.net/themes/findhouse-html/page-compare2.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-compare2.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:36	30865/30865	---M-Z	200	added ('OK')	text/html	etag:%22644021c-7891-5fa4ec086aa05-gzip%22	https://creativelayers.net/themes/findhouse-html/page-register.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-register.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:37	32377/32377	---M-Z	200	added ('OK')	text/html	etag:%22644021e-7e79-5fa4ec088348f-gzip%22	https://creativelayers.net/themes/findhouse-html/page-service.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-service.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:37	29180/29180	---M-Z	200	added ('OK')	text/html	etag:%2264400ad-71fc-5fa4ec023ad8c-gzip%22	https://creativelayers.net/themes/findhouse-html/page-error.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-error.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:37	32003/32003	---M-Z	200	added ('OK')	text/html	etag:%226440268-7d03-5fa4ec0973098-gzip%22	https://creativelayers.net/themes/findhouse-html/page-terms.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-terms.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:38	51509/51509	---M-Z	200	added ('OK')	text/html	etag:%226440269-c935-5fa4ec09aeda6-gzip%22	https://creativelayers.net/themes/findhouse-html/page-ui-element.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-ui-element.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:39	37256/37256	---M-Z	200	added ('OK')	text/html	etag:%226440067-9188-5fa4ec0176cc0-gzip%22	https://creativelayers.net/themes/findhouse-html/page-blog-v1.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-blog-v1.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:39	40189/40189	---M-Z	200	added ('OK')	text/html	etag:%22644005f-9cfd-5fa4ec011179e-gzip%22	https://creativelayers.net/themes/findhouse-html/page-blog-grid.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-blog-grid.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:39	43492/43492	---M-Z	200	added ('OK')	text/html	etag:%226440062-a9e4-5fa4ec014ffa4-gzip%22	https://creativelayers.net/themes/findhouse-html/page-blog-single.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-blog-single.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:39	33288/33288	---M-Z	200	added ('OK')	text/html	etag:%226440095-8208-5fa4ec01eb02c-gzip%22	https://creativelayers.net/themes/findhouse-html/page-contact.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-contact.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:40	13870/13870	---M--	200	added ('OK')	image/jpeg	etag:%22644044c-362e-5fa4ec4c84e5b%22	https://creativelayers.net/themes/findhouse-html/images/resource/login.jpg	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/resource/login.jpg	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:40	203/203	---M--	200	added ('OK')	image/svg+xml	etag:%22644037e-cb-5fa4ec1de4cf4%22	https://creativelayers.net/themes/findhouse-html/images/dark-nav-icon.svg	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/dark-nav-icon.svg	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:40	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Jul%202023%2013:17:40%20GMT	https://creativelayers.net/themes/findhouse-html/page-agencies-list-v1.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-agencies-list-v1.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:41	23071/23071	---M--	200	added ('OK')	image/jpeg	etag:%226440455-5a1f-5fa4ec4e22f85%22	https://creativelayers.net/themes/findhouse-html/images/resource/regstr.jpg	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/resource/regstr.jpg	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Jul%202023%2013:17:40%20GMT	https://creativelayers.net/themes/findhouse-html/page-agencies-list-v2.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-agencies-list-v2.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:41	315/315	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Jul%202023%2013:17:41%20GMT	https://creativelayers.net/themes/findhouse-html/page-agencies-list-v3.html	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/page-agencies-list-v3.html	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:41	2559/2559	---M--	200	added ('OK')	image/png	etag:%22644045b-9ff-5fa4ec4f171de%22	https://creativelayers.net/themes/findhouse-html/images/resource/mouse.png	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/resource/mouse.png	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:42	2289/2289	---M--	200	added ('OK')	image/png	etag:%2264403d4-8f1-5fa4ec32d606e%22	https://creativelayers.net/themes/findhouse-html/images/property/pposter1.png	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/property/pposter1.png	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:42	30067/30067	---M--	200	added ('OK')	image/jpeg	etag:%2264403b4-7573-5fa4ec2ccb1d0%22	https://creativelayers.net/themes/findhouse-html/images/property/fp1.jpg	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/property/fp1.jpg	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:43	50395/50395	---M--	200	added ('OK')	image/jpeg	etag:%2264403ae-c4db-5fa4ec2bc9c86%22	https://creativelayers.net/themes/findhouse-html/images/property/fp2.jpg	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/property/fp2.jpg	(from https://creativelayers.net/themes/findhouse-html/index.html)
18:47:43	26909/26909	---M--	200	added ('OK')	image/jpeg	etag:%2264403b1-691d-5fa4ec2c6be57%22	https://creativelayers.net/themes/findhouse-html/images/property/fp3.jpg	D:/Rakesh%20Backup/maxtra/Investor_%20guru/creativelayers.net/themes/findhouse-html/images/property/fp3.jpg	(from https://creativelayers.net/themes/findhouse-html/index.html)
